product_number,mfg_number,product_name,vendor,wholesale_price,freight_in,drop_ship_fee,total_wholesale_price,markup,retail_price,shipping_in_price,total_retail_price,rounded_retail_price,previous_price
6376531858,27280,Boy/Girl EVA Shower Curtain,Interdesign,7.50,0.99,0.00,8.49,0.45,15.44,0.00,15.44,15.49,13.99
6788035322,15052,Bright Dot Accent Rug,Interdesign,10.00,0.99,0.00,10.99,0.45,19.95,0.00,19.95,19.99,18.99
8375171642,6550,Chrome Belt Rack,Interdesign,3.75,0.99,0.00,4.74,0.49,9.29,0.00,9.29,9.49,8.49
3752720851,95020,Chrome Wire Basket,Interdesign,6.00,0.99,0.00,6.99,0.45,12.71,0.00,12.71,12.99,11.99
6221581658,,Classico Wire Basket - Medium,Interdesign,5.50,0.99,0.00,6.49,0.45,11.80,0.00,11.80,11.99,10.99
404370767,93122,Classico Wire Basket - Small,Interdesign,4.50,0.99,0.00,5.49,0.45,9.98,0.00,9.98,9.99,8.99
6223081708,14762,EVA Shower Liner - Frost,Interdesign,5.00,0.99,0.00,5.99,0.45,10.89,0.00,10.89,10.99,9.49
5685310352,14765,EVA Shower Liner - Sand,Interdesign,5.00,0.99,0.00,5.99,0.45,10.89,0.00,10.89,10.99,9.49
7068163147,35220,Floral Stripe Shower Curtain,Interdesign,7.50,0.99,0.00,8.49,0.50,16.98,0.00,16.98,16.99,15.49
6107564172,210XX,Forma Shower Curtain - Blue,Interdesign,10.00,0.99,0.00,10.99,0.45,19.98,0.00,19.98,19.99,20.49
5542044762,210XX,Forma Shower Curtain - Grey,Interdesign,10.00,0.99,0.00,10.99,0.45,19.98,0.00,19.98,19.99,20.49
7766078427,616,Fresh Medium Basket - Blue Water,Interdesign,3.90,0.99,0.00,4.89,0.50,9.78,0.00,9.78,9.99,8.99
2427010688,616,Fresh Medium Basket - Citron,Interdesign,3.90,0.99,0.00,4.89,0.50,9.78,0.00,9.78,9.99,8.99
7310267356,35420,Leto Shower Curtain,Interdesign,7.50,0.99,0.00,8.49,0.50,16.98,0.00,16.98,16.99,15.49
1207374357,86110,Metro OTD Storage Center,Interdesign,4.50,0.99,0.00,5.49,0.50,10.98,0.00,10.98,10.99,18.98
378736324,35022,Mod Shower Curtain,Interdesign,7.50,0.99,0.00,8.49,0.50,16.98,0.00,16.98,16.99,15.49
3508266630,79134,Orbz Divided Flex Shower Basket - Cerulean,Interdesign,5.00,0.99,0.00,5.99,0.45,10.89,0.00,10.89,10.99,9.99
1676858552,79133,Orbz Divided Flex Shower Basket - Graphite,Interdesign,5.00,0.99,0.00,5.99,0.45,10.89,0.00,10.89,10.99,9.99
1636225287,79132,Orbz Divided Flex Shower Basket - Raspberry,Interdesign,5.00,0.99,0.00,5.99,0.45,10.89,0.00,10.89,10.99,9.99
5146027834,79131,Orbz Divided Flex Shower Basket - White,Interdesign,5.00,0.99,0.00,5.99,0.45,10.89,0.00,10.89,10.99,9.99
520353727,79234,Orbz Small Flex Shower Basket - Cerulean,Interdesign,4.00,0.99,0.00,4.99,0.48,9.60,0.00,9.60,9.99,7.99
5620875741,79233,Orbz Small Flex Shower Basket - Graphite,Interdesign,4.00,0.99,0.00,4.99,0.48,9.60,0.00,9.60,9.99,7.99
6708751186,79235,Orbz Small Flex Shower Basket - Grass,Interdesign,4.00,0.99,0.00,4.99,0.48,9.60,0.00,9.60,9.99,7.99
1263881078,79232,Orbz Small Flex Shower Basket - Raspberry,Interdesign,4.00,0.99,0.00,4.99,0.48,9.60,0.00,9.60,9.99,7.99
7158721714,79231,Orbz Small Flex Shower Basket - White,Interdesign,4.00,0.99,0.00,4.99,0.48,9.60,0.00,9.60,9.99,7.99
1182745032,795XX,Pebblz Shower Basket - Medium / Amber,Interdesign,4.00,0.99,0.00,4.99,0.48,9.60,0.00,9.60,9.99,8.99
8778866585,795XX,Pebblz Shower Basket - Medium / Blue,Interdesign,4.00,0.99,0.00,4.99,0.48,9.60,0.00,9.60,9.99,8.99
51175537,795XX,Pebblz Shower Basket - Small / Amber,Interdesign,4.00,0.99,0.00,4.99,0.48,9.60,0.00,9.60,9.99,6.99
6368188755,795XX,Pebblz Shower Basket - Small / Blue,Interdesign,4.00,0.99,0.00,4.99,0.48,9.60,0.00,9.60,9.99,6.99
8266038581,795XX,Pebblz Shower Basket - Small / Graphite,Interdesign,4.00,0.99,0.00,4.99,0.48,9.60,0.00,9.60,9.99,6.99
7077046631,802XX,Pebblz Shower Mat - Blue,Interdesign,7.00,0.99,0.00,7.99,0.45,14.53,0.00,14.53,14.99,13.49
8806375136,802XX,Pebblz Shower Mat - Graphite,Interdesign,7.00,0.99,0.00,7.99,0.45,14.53,0.00,14.53,14.99,13.49
638340602,18554,Poppy Accent Rug - Green,Interdesign,9.00,0.99,0.00,9.99,0.46,18.50,0.00,18.50,18.99,16.99
7624632546,18550,Poppy Accent Rug - Red,Interdesign,9.00,0.99,0.00,9.99,0.46,18.50,0.00,18.50,18.99,16.99
4526285333,35324,Poppy Shower Curtain - Green,Interdesign,7.50,0.99,0.00,8.49,0.46,15.72,0.00,15.72,15.99,13.99
6556545646,35320,Poppy Shower Curtain - Red,Interdesign,7.50,0.99,0.00,8.49,0.46,15.72,0.00,15.72,15.99,13.99
2851081050,52120,Powerlock Suction Fog-Free Mirror,Interdesign,4.50,0.99,0.00,5.49,0.45,9.98,0.00,9.98,9.99,9.49
5364582481,52420,Powerlock Suction Shower Basket,Interdesign,5.00,0.99,0.00,5.99,0.50,11.98,0.00,11.98,11.99,11.49
5782326054,72561,Rock Garden Shower Basket - Blue,Interdesign,4.50,0.99,0.00,5.49,0.45,9.98,0.00,9.98,9.99,8.99
1682388704,72560,Rock Garden Shower Basket - Clear,Interdesign,4.50,0.99,0.00,5.49,0.45,9.98,0.00,9.98,9.99,8.99
1244172860,72562,Rock Garden Shower Basket - Green,Interdesign,4.50,0.99,0.00,5.49,0.45,9.98,0.00,9.98,9.99,8.99
7108148854,72660,Rock Garden Trash Can - Clear,Interdesign,5.50,0.99,0.00,6.49,0.45,11.80,0.00,11.80,11.99,10.99
473736810,72662,Rock Garden Trash Can - Green,Interdesign,5.50,0.99,0.00,6.49,0.45,11.80,0.00,11.80,11.99,10.99
2602641513,1713X,Shagi Bath Mat - Linen,Interdesign,4.50,0.99,0.00,5.49,0.50,10.98,0.00,10.98,10.99,9.49
6476453313,1713X,Shagi Bath Mat - Sea Mist,Interdesign,4.50,0.99,0.00,5.49,0.50,10.98,0.00,10.98,10.99,9.49
531428003,1713X,Shagi Bath Mat - White,Interdesign,4.50,0.99,0.00,5.49,0.50,10.98,0.00,10.98,10.99,9.49
2303533784,52120,Stainless Steel Suction Magnifying Mirror,Interdesign,4.25,0.99,0.00,5.24,0.50,10.48,0.00,10.48,10.49,13.99
4625618040,2780,Suction Corner Basket - Clear,Interdesign,3.40,0.99,0.00,4.39,0.50,8.78,0.00,8.78,8.99,7.99
7245053640,2780,Suction Corner Basket - White,Interdesign,3.40,0.99,0.00,4.39,0.50,8.78,0.00,8.78,8.99,7.99
826870465,880,Zia Medium Basket - Limon,Interdesign,6.00,0.99,0.00,6.99,0.45,12.71,0.00,12.71,12.99,11.49
8254470010,880,Zia Medium Basket - Magenta,Interdesign,6.00,0.99,0.00,6.99,0.45,12.71,0.00,12.71,12.99,11.49
816414536,879,Zia Small Basket - Clear,Interdesign,4.25,0.99,0.00,5.24,0.45,9.53,0.00,9.53,9.99,7.49
2042784831,BCB-30,Buckle Up Box - 30 Qt. - Clear,IRIS,3.80,0.50,0.00,4.30,0.50,8.60,0.00,8.60,8.99,7.99
5358217570,BCB-30,Buckle Up Box - 30 Qt. - Purple Lid,IRIS,3.80,0.50,0.00,4.30,0.50,8.60,0.00,8.60,8.99,7.99
23402677,BCB-30,Buckle Up Box - 30 Qt. - Tidal Wave Lid,IRIS,3.80,0.50,0.00,4.30,0.50,8.60,0.00,8.60,8.99,7.99
2028802374,102200,Dual-Purpose Shower Caddy,IRIS,5.70,0.50,0.00,6.20,0.48,11.92,0.00,11.92,11.99,11.99
8624360462,ST-16,Lime-A-Bean Stacking Box -1.6 Qt,IRIS,1.71,0.50,0.00,2.21,0.50,4.42,0.00,4.42,4.49,3.99
1703872301,NMC-303,Mini-Chest with Three Deep Drawers - Black,IRIS,9.50,0.50,0.00,10.00,0.49,19.61,0.00,19.61,19.99,21.99
8844332605,NMC-303,Mini-Chest with Three Deep Drawers - Purple,IRIS,9.50,0.50,0.00,10.00,0.49,19.61,0.00,19.61,19.99,21.99
1483004164,NMC-303,Mini-Chest with Three Deep Drawers - Tidal Wave,IRIS,9.50,0.50,0.00,10.00,0.49,19.61,0.00,19.61,19.99,21.99
8124668481,MCB-SS,Modular Box - 6 Qt - Lime-A-Bean Lid,IRIS,0.95,0.50,0.00,1.45,0.50,2.90,0.00,2.90,2.99,2.49
200346267,MCB-SS,Modular Box - 6 Qt - Tidal Wave Lid,IRIS,0.95,0.50,0.00,1.45,0.50,2.90,0.00,2.90,2.99,2.49
6465746643,DTD-L,Modular Stacking Drawer - Large - Black,IRIS,3.80,0.50,0.00,4.30,0.50,8.60,0.00,8.60,8.99,7.99
4361502104,DTD-L,Modular Stacking Drawer - Large - Lime-A-Bean,IRIS,3.80,0.50,0.00,4.30,0.50,8.60,0.00,8.60,8.99,7.99
1544744376,DTD-L,Modular Stacking Drawer - Large - Purple,IRIS,3.80,0.50,0.00,4.30,0.50,8.60,0.00,8.60,8.99,7.99
4527836350,DTD-L,Modular Stacking Drawer - Large - Tidal Wave,IRIS,3.80,0.50,0.00,4.30,0.50,8.60,0.00,8.60,8.99,7.99
4505006365,DTD-S,Modular Stacking Drawer - Small - Black,IRIS,2.38,0.50,0.00,2.88,0.50,5.76,0.00,5.76,5.99,4.99
2105784557,DTD-S,Modular Stacking Drawer - Small - Lime-A-Bean,IRIS,2.38,0.50,0.00,2.88,0.50,5.76,0.00,5.76,5.99,4.99
7820866781,DTD-S,Modular Stacking Drawer - Small - Purple,IRIS,2.38,0.50,0.00,2.88,0.50,5.76,0.00,5.76,5.99,4.99
706333701,DTD-S,Modular Stacking Drawer - Small - Tidal Wave,IRIS,2.38,0.50,0.00,2.88,0.50,5.76,0.00,5.76,5.99,4.99
5842258815,FB-SQ,Plastic Storage Cube - Clear,IRIS,3.42,0.50,0.00,3.92,0.50,7.84,0.00,7.84,7.99,6.99
3320037812,FB-SQ,Plastic Storage Cube - Lime-A-Bean,IRIS,3.42,0.50,0.00,3.92,0.50,7.84,0.00,7.84,7.99,6.99
2753775170,FB-SQ,Plastic Storage Cube - Tidal Wave,IRIS,3.42,0.50,0.00,3.92,0.50,7.84,0.00,7.84,7.99,6.99
4781351444,SD-L,Splash Stacking Drawer - Black,IRIS,6.41,0.50,0.00,6.91,0.50,13.82,0.00,13.82,13.99,13.99
2384277050,SD-L,Splash Stacking Drawer - Purple,IRIS,6.41,0.50,0.00,6.91,0.50,13.82,0.00,13.82,13.99,13.99
7678234237,SD-S,Splash Stacking Drawer - Small - Black,IRIS,2.99,0.50,0.00,3.49,0.50,6.98,0.00,6.98,6.99,6.99
1278562001,SD-S,Splash Stacking Drawer - Small - Purple,IRIS,2.99,0.50,0.00,3.49,0.50,6.98,0.00,6.98,6.99,6.99
5723684548,SD-S,Splash Stacking Drawer - Small - Tidal Wave,IRIS,2.99,0.50,0.00,3.49,0.50,6.98,0.00,6.98,6.99,6.99
3068765440,SD-L,Splash Stacking Drawer - Tidal Wave,IRIS,6.41,0.50,0.00,6.91,0.50,13.82,0.00,13.82,13.99,13.99
3641076531,SCB-20,Supreme Stacking Basket - Lime-A-Bean,IRIS,3.85,0.50,0.00,4.35,0.50,8.70,0.00,8.70,8.99,7.99
2287781550,SCB-20,Supreme Stacking Basket - Purple,IRIS,3.85,0.50,0.00,4.35,0.50,8.70,0.00,8.70,8.99,7.99
3024363782,SCB-20,Supreme Stacking Basket - Tidal Wave,IRIS,3.85,0.50,0.00,4.35,0.50,8.70,0.00,8.70,8.99,7.99
5067505416,BCB-UB,Underbed Buckle Up Box - Clear,IRIS,5.70,0.50,0.00,6.20,0.50,12.40,0.00,12.40,12.49,11.99
326067733,BCB-UB,Underbed Buckle Up Box - Purple Lid,IRIS,5.70,0.50,0.00,6.20,0.50,12.40,0.00,12.40,12.49,11.99
3437883220,BCB-UB,Underbed Buckle Up Box - Tidal Wave Lid,IRIS,5.70,0.50,0.00,6.20,0.50,12.40,0.00,12.40,12.49,11.99
3807720777,SC001A,Amazing Sticky Cleaner,iTouchless Inventory,10.00,1.53,0.00,11.53,0.48,22.17,0.00,22.17,22.49,19.98
8824822636,SCR003,Amazing Sticky Cleaner Refill 3-Pack,iTouchless Inventory,10.00,0.90,0.00,10.90,0.50,21.80,0.00,21.80,21.99,19.98
3218363704,UV001U,UV Toothbrush Sanitizer & Holder,iTouchless Inventory,15.00,0.61,0.00,15.61,0.48,29.90,0.00,29.90,29.99,29.99
6735151805,JB4874,20 Piece Fresh Choice Food Containers,Jobar,4.50,0.00,0.00,4.50,0.55,10.00,0.00,10.00,10.49,10.49
2854831410,,3-Level OTD Organizer,Jobar,5.50,2.30,0.00,7.80,0.50,15.60,0.00,15.60,15.99,15.99
3758148328,JC449,4 Tier Shower Caddy,Jobar,6.50,1.43,0.00,7.93,0.50,15.86,0.00,15.86,15.99,14.49
1378801702,JB4465,49 Piece Swirl Around,Jobar,8.50,3.00,0.00,11.50,0.42,19.83,0.00,19.83,19.99,16.48
6708461476,JB5322,Alarm Security Bar,Jobar,10.50,2.09,0.00,12.59,0.49,24.69,0.00,24.69,24.99,23.49
4738387623,JB5272,Collapsible Microwave Splatter Shield,Jobar,3.25,0.47,0.00,3.72,0.50,7.44,0.00,7.44,7.49,6.49
6685285523,JB4894,Cordless Anywhere Lamp,Jobar,13.00,3.00,0.00,16.00,0.46,29.63,0.00,29.63,29.99,27.99
7884128518,JB5571,Cordless Ceiling/Wall Light with Switch - 1 Light Switch + 1 Light,Jobar,7.00,0.66,0.00,7.66,0.50,15.32,0.00,15.32,15.49,15.49
3071185012,JB5771 + JB5573,Cordless Ceiling/Wall Light with Switch - 1 Light Switch + 2 Lights,Jobar,12.25,1.24,0.00,13.49,0.50,26.98,0.00,26.98,26.99,26.99
6722451726,JB5142,Cordless Wet/Dry Vacuum,Jobar,5.00,0.00,0.00,5.00,0.60,12.50,0.00,12.50,12.99,12.99
1450046164,JB5069,Easy Mount 5 Piece Bath Set,Jobar,7.88,0.95,0.00,8.83,0.50,17.66,0.00,17.66,17.99,14.99
8050334425,,Emergency Lanterns - Set of 3,Jobar,6.95,1.56,0.00,8.51,0.49,16.69,0.00,16.69,16.99,16.99
3167572152,JB5076,Fire Resistant Document Bag,Jobar,4.73,0.20,0.00,4.93,0.50,9.86,0.00,9.86,9.99,9.49
8581400581,JB5523,Magic Hangers - Set of 10,Jobar,2.70,0.64,0.00,3.34,0.50,6.68,0.00,6.68,6.99,5.49
234340723,,Micromaster Microwave Pressure Cooker,Jobar,4.75,0.98,0.00,5.73,0.50,11.46,0.00,11.46,11.49,11.49
2017013303,,Multi-Blade Shredder Scissors,Jobar,2.75,0.36,0.00,3.11,0.50,6.22,0.00,6.22,6.49,5.99
6351813524,JB5282,Pop-Up Wardrobe,Jobar,19.80,0.00,0.00,19.80,0.50,39.60,0.00,39.60,39.99,39.99
618443817,JB4714,Rolling Shoe Bin,Jobar,13.95,3.29,0.00,17.24,0.42,29.72,0.00,29.72,29.99,27.99
7501842434,JB4848,Safe Top Deluxe Automatic Can Opener,Jobar,7.00,0.00,0.00,7.00,0.49,13.73,0.00,13.73,13.99,13.99
5863465211,JB5277,Speedy Pasta,Jobar,5.27,0.77,0.00,6.04,0.45,10.98,0.00,10.98,10.99,9.99
3234017278,JB5338,Super Door Stop Alarm,Jobar,2.48,0.30,0.00,2.78,0.50,5.56,0.00,5.56,5.99,4.99
4805643512,6515,24 Pocket Storage System,Jokari,12.49,0.00,0.00,12.49,0.50,24.98,0.00,24.98,24.99,24.49
8103802576,6701,3 Shelf Extendable Closet Organizer,Jokari,9.99,0.00,0.00,9.99,0.50,19.98,0.00,19.98,19.99,19.48
7301633860,6530,6 Shelf 24 Pocket Rotating Organizer,Jokari,11.49,0.00,0.00,11.49,0.50,22.98,0.00,22.98,22.99,22.49
6152050052,6700,9-Pocket Extendable Closet Organizer,Jokari,9.99,0.00,0.00,9.99,0.50,19.98,0.00,19.98,19.99,19.48
8748602583,6420,Cap Rack,Jokari,2.48,0.50,0.00,2.98,0.50,5.96,0.00,5.96,5.99,5.49
6133244147,,Clothes Fresh Fabric Softener Sheet Air Freshner,Jokari,1.49,0.00,0.00,1.49,0.50,2.98,0.00,2.98,2.99,2.99
2507256712,,Expandable Cargo Tote,Jokari,9.00,0.50,0.00,9.50,0.49,18.63,0.00,18.63,18.99,14.99
6682855086,6421,Purse Rack,Jokari,2.70,0.50,0.00,3.20,0.50,6.40,0.00,6.40,6.49,5.49
3401804242,,Laptop Kaddy,Kaddy-All,8.47,1.00,0.00,9.47,0.50,18.94,0.00,18.94,18.99,18.48
628721774,SM438,1313 Mockingbird Lane Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
2447767161,SM433,Abbey Road Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
110314744,SM416,Another Way Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
4781622570,SM174,Anti-Stress Therapy Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
3112444288,SM428,Bourbon Street Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
2405683808,SM196,College 101 Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
146308118,SM418,Drama Queen Drive Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
2206626862,SM402,Easy Street Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
2747432335,SM431,French Quarter Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
4525844433,SM152,Girls Rule Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
316817485,SM401,GO Away Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
8082814200,SM436,Happy Bunny - Nobody’s Perfect Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
2205113065,SM113,Happy Bunny Tin Sign - Please Go Suck...,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
7201365055,SM115,Happy Bunny Tin Sign - Please Knock...,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
7756146628,SM114,Happy Bunny Tin Sign - Sucky Losers...,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
8017161124,SM422,Happy Trail Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
508572817,SM409,Hollywood Blvd Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
8325412526,SM125,I Only Look Sweet Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
8175216684,SM121,Keep This Bathroom Clean Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
2456032173,SM49,Las Vegas Blvd Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
1053173382,SM117,No Farting Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
8225218266,SM198,No Shirt No Shoes Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
7182670457,,No Trespassing - Girls Only Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
463674675,SM403,Pimp Plaza Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
5628046473,SM179,Pong Zone Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
87411605,SM155,Princess Parking Only Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
5733488250,SM417,Princess Parkway Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
4637716062,SM190,Room Rules Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
587216618,SM407,Route 69 Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
1014271876,SM195,Rules of the Bed Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
628817117,SM141,Sexual Harassment Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
1483634416,SM131,Think Positive Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
7480245422,SM411,Trailer Trash Turnpike Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
268447702,SM201,Warning 100% All Natural Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
5725375324,SM129,Welcome to Loserville Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,4.99
4820183087,SM432,Wisteria Street Tin Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
2530087647,SM413,Wrong Way Tin Street Sign,Kalan,2.50,0.25,0.00,2.75,0.50,5.50,0.00,5.50,5.99,5.99
4551141264,4079,"24"" Five Tier Portable Organizer with Shoe Caddy",Kennedy Int.,11.00,2.47,0.00,13.47,0.50,26.94,0.00,26.94,26.99,23.49
743030858,4392,3-Tier Cart with Wheels,Kennedy Int.,6.50,0.00,0.00,6.50,0.50,13.00,0.00,13.00,13.49,13.49
7212150847,4062,"36"" Portable Closet",Kennedy Int.,31.50,7.91,0.00,39.41,0.40,65.68,0.00,65.68,65.99,25.99
2871402557,4078,"36"" Portable Steel Tube Closet with Wheels",Kennedy Int.,31.00,7.91,0.00,38.91,0.44,69.98,0.00,69.98,69.99,68.98
5333067615,4107,4-tier Swing Arm Pant/Skirt Hanger,Kennedy Int.,3.50,0.45,0.00,3.95,0.50,7.90,0.00,7.90,7.99,6.99
4241850480,,Bed Risers - Set of 4,Kennedy Int.,5.20,1.07,0.00,6.27,0.37,9.95,0.00,9.95,9.99,9.99
4126860584,211XX,Blackout Curtain - Black,Kennedy Int.,9.00,0.75,0.00,9.75,0.50,19.50,0.00,19.50,19.99,20.49
4856861013,211XX,Blackout Curtain - Burgundy,Kennedy Int.,9.00,0.75,0.00,9.75,0.50,19.50,0.00,19.50,19.99,20.49
2720258063,21161,Blackout Curtain - Extra Wide,Kennedy Int.,9.00,0.75,0.00,9.75,0.50,19.50,0.00,19.50,19.99,20.49
6010538807,211XX,Blackout Curtain - Moss,Kennedy Int.,9.00,0.75,0.00,9.75,0.50,19.50,0.00,19.50,19.99,20.49
5142677671,211XX,Blackout Curtain - Taupe,Kennedy Int.,9.00,0.75,0.00,9.75,0.50,19.50,0.00,19.50,19.99,20.49
8184437325,5134,Breathable 10-Shelf Hanging Shoe Organizer - Khaki,Kennedy Int.,2.49,0.00,0.00,2.49,0.50,4.98,0.00,4.98,4.99,4.99
3164876311,5134,Breathable 10-Shelf Hanging Shoe Organizer - Natural,Kennedy Int.,2.49,0.00,0.00,2.49,0.50,4.98,0.00,4.98,4.99,4.99
7744551135,5134,Breathable 10-Shelf Hanging Shoe Organizer - Navy,Kennedy Int.,2.49,0.00,0.00,2.49,0.50,4.98,0.00,4.98,4.99,4.99
2550856862,5134,Breathable 10-Shelf Hanging Shoe Organizer - Steel Gray,Kennedy Int.,2.49,0.00,0.00,2.49,0.50,4.98,0.00,4.98,4.99,4.99
4828174821,5035,Breathable 18-Extra Deep Pocket Shoe Bag - Khaki,Kennedy Int.,2.24,0.00,0.00,2.24,0.50,4.48,0.00,4.48,4.49,4.29
6841882046,5035,Breathable 18-Extra Deep Pocket Shoe Bag - Navy,Kennedy Int.,2.24,0.00,0.00,2.24,0.50,4.48,0.00,4.48,4.49,4.29
2351676037,5035,Breathable 18-Extra Deep Pocket Shoe Bag - Red,Kennedy Int.,2.24,0.00,0.00,2.24,0.50,4.48,0.00,4.48,4.49,4.29
3636323815,5035,Breathable 18-Extra Deep Pocket Shoe Bag - White,Kennedy Int.,2.24,0.00,0.00,2.24,0.50,4.48,0.00,4.48,4.49,4.29
1454876147,5034,Breathable 20-Pocket OTD Shoe Bag - Khaki,Kennedy Int.,2.24,0.00,0.00,2.24,0.50,4.48,0.00,4.48,4.49,4.50
1264382810,5034,Breathable 20-Pocket OTD Shoe Bag - Navy,Kennedy Int.,2.24,0.00,0.00,2.24,0.50,4.48,0.00,4.48,4.49,4.50
5001320502,5034,Breathable 20-Pocket OTD Shoe Bag - Red,Kennedy Int.,2.24,0.00,0.00,2.24,0.50,4.48,0.00,4.48,4.49,4.50
5334480438,5034,Breathable 20-Pocket OTD Shoe Bag - White,Kennedy Int.,2.24,0.00,0.00,2.24,0.50,4.48,0.00,4.48,4.49,4.50
2615731560,5133,Breathable 6-Shelf Hanging Organizer - Natural,Kennedy Int.,3.99,0.00,0.00,3.99,0.50,7.98,0.00,7.98,7.99,7.99
7735164210,5133,Breathable 6-Shelf Hanging Organizer - Navy,Kennedy Int.,3.99,0.00,0.00,3.99,0.50,7.98,0.00,7.98,7.99,7.99
302476662,5133,Breathable 6-Shelf Hanging Organizer - Steel Gray,Kennedy Int.,3.99,0.00,0.00,3.99,0.50,7.98,0.00,7.98,7.99,7.99
3645375062,5136,Breathable 8-Pocket/3-Shelf Sweater Organizer - Khaki,Kennedy Int.,4.99,0.00,0.00,4.99,0.50,9.98,0.00,9.98,9.99,10.49
2563082723,5136,Breathable 8-Pocket/3-Shelf Sweater Organizer - Natural,Kennedy Int.,4.99,0.00,0.00,4.99,0.50,9.98,0.00,9.98,9.99,10.49
8646763047,5136,Breathable 8-Pocket/3-Shelf Sweater Organizer - Navy,Kennedy Int.,4.99,0.00,0.00,4.99,0.50,9.98,0.00,9.98,9.99,10.49
6251838443,5136,Breathable 8-Pocket/3-Shelf Sweater Organizer - Steel Gray,Kennedy Int.,4.99,0.00,0.00,4.99,0.50,9.98,0.00,9.98,9.99,10.49
6701446015,5037,Breathable 8-Shelf Hanging Organizer - Khaki,Kennedy Int.,2.99,0.00,0.00,2.99,0.50,5.98,0.00,5.98,5.99,5.99
7285722517,5037,Breathable 8-Shelf Hanging Organizer - Navy,Kennedy Int.,2.99,0.00,0.00,2.99,0.50,5.98,0.00,5.98,5.99,5.99
2410256132,5037,Breathable 8-Shelf Hanging Organizer - White,Kennedy Int.,2.99,0.00,0.00,2.99,0.50,5.98,0.00,5.98,5.99,5.99
6527243546,5038,Breathable 8-Shelf Organizer with Zipper Front - Khaki,Kennedy Int.,1.99,0.00,0.00,1.99,0.50,3.98,0.00,3.98,3.99,3.46
